track_id,parent.genre
957,20
958,20
959,20
960,20
961,20
962,20
963,20
964,20
965,20
966,20
967,20
968,20
969,20
970,20
971,20
972,20
973,20
974,20
975,20
976,20
977,20
978,38
979,38
980,38
981,38
982,38
983,38
984,38
985,38
986,38
987,38
988,38
989,38
990,38
991,12
992,12
993,12
995,38
996,38
997,38
998,38
999,38
1000,38
1001,38
1002,38
1003,38
1004,38
1006,38
1007,12
1009,12
1013,12
1014,12
1015,12
1016,12
1017,12
1018,12
1019,38
1020,4
1021,4
1022,4
1023,4
1024,12
1025,12
1026,12
1027,12
1028,12
1029,12
1030,12
1031,12
1032,12
1033,12
1034,20
1035,38
1036,38
1037,38
1038,38
1039,12
1040,12
1041,12
1042,3
1043,3
1044,3
1045,3
1046,3
1047,3
1048,3
1049,12
1050,12
1051,10
1052,12
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1066,38
1067,38
1068,38
1069,38
1070,38
1071,38
1072,38
1073,38
1074,38
1075,38
1076,38
1077,12
1078,12
1079,12
1080,12
1081,12
1082,2
1083,38
1084,15
1085,15
1086,15
1087,12
1088,15
1089,15
1090,15
1091,15
1092,38
1093,38
1094,38
1095,38
1096,38
1097,38
1098,38
1099,38
1100,38
1101,38
1102,12
1105,12
1106,12
1107,12
1108,12
1110,38
1111,38
1113,38
1116,12
1117,12
1118,12
1119,12
1120,15
1121,15
1122,15
1123,12
1124,12
1125,12
1126,12
1127,12
1128,12
1129,12
1130,12
1131,12
1133,12
1135,12
1136,12
1138,12
1140,12
1141,12
1142,12
1143,12
1144,12
1145,12
1146,12
1147,12
1148,12
1149,12
1150,12
1151,4
1152,4
1153,4
1154,4
1155,4
1156,12
1157,12
1158,12
1159,12
1160,12
1161,12
1162,12
1163,12
1164,12
1165,12
1166,12
1167,12
1168,12
1169,12
1170,12
1171,12
1172,12
1173,12
1174,12
1175,12
1176,12
1177,12
1178,12
1179,12
1180,12
1181,12
1182,12
1183,12
1184,12
1185,12
1186,12
1187,12
1188,12
1189,12
1190,12
1191,12
1192,12
1193,17
1194,17
1195,17
1196,17
1197,17
1198,17
1199,17
1201,12
1202,12
1203,12
1204,12
1205,38
1206,38
1207,38
1208,38
1209,38
1210,38
1211,38
1212,38
1214,15
1215,38
1218,15
1219,38
1220,38
1221,15
1222,38
1223,38
1224,15
1225,38
1226,38
1227,38
1228,38
1229,38
1230,38
1231,38
1232,38
1233,38
1234,38
1235,38
1236,38
1237,38
1238,38
1240,12
1241,38
1242,38
1243,38
1244,38
1245,38
1246,38
1247,38
1248,38
1249,38
1250,38
1251,38
1252,38
1253,38
1254,38
1255,38
1256,38
1257,38
1258,38
1259,38
1260,38
1261,38
1262,38
1263,38
1264,38
1265,38
1266,38
1267,38
1268,38
1269,38
1270,12
1271,12
1272,12
1273,12
1274,12
1275,12
1276,38
1277,38
1278,38
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1300,12
1301,12
1302,15
1303,17
1304,15
1305,15
1306,15
1307,15
1308,17
1309,15
1310,15
1311,17
1312,15
1313,17
1314,15
1315,15
1316,15
1317,17
1318,15
1319,15
1320,15
1321,15
1322,17
1323,15
1324,15
1325,15
1326,17
1327,15
1328,15
1329,17
1330,15
1331,15
1332,15
1333,15
1334,15
1335,15
1336,15
1337,15
1338,15
1339,15
1340,15
1341,17
1342,17
1343,38
1344,38
1345,38
1346,38
1347,38
1348,38
1349,4
1352,4
1353,4
1354,12
1355,38
1356,12
1357,12
1358,12
1359,12
1360,12
1361,12
1362,12
1363,12
1364,12
1365,12
1366,12
1367,12
1368,12
1369,12
1370,12
1371,12
1372,12
1373,12
1374,12
1375,12
1376,12
1377,12
1378,12
1380,12
1381,12
1382,12
1383,12
1384,8
1412,12
1413,12
1414,12
1415,12
1416,12
1417,12
1418,12
1419,12
1420,12
1421,12
1422,12
1423,12
1424,12
1425,12
1426,12
1427,12
1428,15
1429,38
1430,15
1431,15
1432,15
1433,15
1434,15
1435,15
1436,15
1437,15
1438,15
1439,15
1441,15
1442,15
1443,38
1444,38
1450,12
1451,12
1474,12
1475,12
1476,15
1477,15
1478,15
1479,15
1480,15
1481,15
1482,15
1483,15
1484,15
1485,15
1486,15
1487,15
1488,15
1489,15
1490,12
1491,12
1492,12
1494,38
1495,38
1496,38
1497,38
1498,38
1499,38
1500,38
1501,38
1502,38
1503,38
1504,38
1505,38
1506,38
1507,38
1508,38
1509,38
1510,38
1511,38
1512,38
1513,38
1514,38
1515,12
1516,12
1517,38
1518,12
1519,12
1520,12
1521,12
1522,12
1523,12
1524,12
1525,12
1526,12
1527,12
1528,12
1529,12
1530,12
1531,12
1532,12
1533,12
1534,12
1535,12
1536,12
1537,38
1538,38
1539,38
1540,17
1541,17
1542,17
1543,17
1544,17
1545,17
1546,17
1547,15
1548,15
1549,15
1550,15
1551,15
1552,15
1553,15
1554,15
1555,15
1556,15
1557,38
1558,38
1559,38
1560,38
1561,38
1562,38
1563,38
1564,38
1565,38
1566,38
1567,38
1568,38
1569,38
1570,38
1572,38
1573,38
1574,10
1575,10
1576,38
1577,38
1578,38
1579,38
1580,38
1581,38
1582,38
1583,38
1584,38
1585,38
1586,38
1587,38
1588,38
1589,38
1590,12
1591,12
1592,12
1593,12
1594,12
1595,12
1596,12
1597,12
1598,12
1599,12
1600,12
1601,12
1602,12
1603,12
1604,12
1605,12
1606,12
1607,12
1608,12
1609,12
1610,12
1611,12
1612,12
1613,12
1614,12
1615,12
1616,12
1617,12
1618,12
1619,12
1620,38
1621,38
1622,38
1623,38
1624,38
1625,38
1626,38
1627,38
1628,38
1629,38
1630,38
1631,38
1632,38
1633,38
1634,15
1635,15
1636,15
1637,15
1638,15
1639,15
1640,15
1641,12
1642,10
1643,10
1644,10
1645,10
1648,10
1649,10
1652,10
1657,10
1658,10
1659,10
1660,10
1661,10
1662,10
1663,10
1664,10
1665,10
1666,10
1667,38
1668,38
1669,38
1670,38
1671,38
1672,38
1673,38
1674,38
1675,15
1676,15
1677,15
1678,15
1679,15
1680,2
1681,2
1682,2
1683,2
1684,2
1685,2
1686,2
1687,2
1688,2
1689,2
1690,12
1691,10
1692,10
1693,10
1694,12
1695,12
1696,12
1697,12
1698,17
1699,17
1700,17
1701,17
1702,17
1703,17
1704,17
1705,17
1706,12
1707,12
1708,12
1709,12
1710,12
1711,12
1712,12
1713,12
1714,12
1715,12
1716,12
1717,12
1718,12
1719,12
1720,12
1721,15
1722,15
1723,15
1725,12
1726,12
1727,12
1728,12
1730,12
1731,38
1732,38
1733,38
1734,38
1735,38
1736,38
1737,38
1738,38
1739,38
1740,12
1741,12
1742,12
1743,12
1744,12
1745,12
1746,12
1747,12
1748,12
1749,12
1750,12
1751,12
1752,12
1753,12
1754,12
1755,12
1756,12
1757,12
1759,17
1761,17
1763,17
1765,17
1767,17
1768,17
1770,12
1771,12
1772,12
1773,12
1780,12
1781,12
1782,12
1783,12
1784,12
1785,12
1786,12
1787,12
1788,12
1789,12
1790,12
1791,12
1792,12
1793,12
1794,12
1795,12
1796,12
1797,12
1798,12
1799,12
1800,12
1801,12
1802,12
1803,12
1804,12
1805,12
1806,12
1807,12
1808,12
1809,12
1810,12
1811,12
1812,12
1813,12
1814,12
1815,12
1816,12
1817,12
1818,12
1819,12
1820,12
1821,12
1822,12
1823,12
1824,12
1825,12
1826,12
1827,12
1828,12
1829,12
1830,12
1831,12
1832,12
1833,12
1834,12
1835,12
1836,12
1837,12
1840,10
1841,10
1842,10
1843,10
1844,10
1860,12
1861,12
1863,15
1864,15
1865,5
1866,15
1867,5
1868,15
1869,5
1870,15
1871,5
1872,15
1873,5
1874,15
1875,15
1876,15
1877,15
1878,15
1879,15
1880,15
1881,15
1882,12
1883,12
1884,12
1885,12
1886,12
1887,12
1888,12
1889,12
1890,12
1891,12
1892,17
1893,17
1894,17
1895,17
1896,17
1898,12
1899,12
1900,12
1901,12
1902,12
1909,17
1910,38
1911,38
1912,38
1913,17
1914,17
1915,17
1916,17
1917,17
1918,17
1919,17
1920,17
1921,17
1922,17
1923,17
1924,17
1925,17
1926,17
1927,17
1928,17
1929,38
1930,12
1931,38
1932,38
1933,38
1934,38
1935,38
1936,38
1937,38
1938,38
1939,38
1940,12
1941,12
1942,12
1943,12
1944,12
1945,12
1946,12
1947,12
1948,12
1949,12
1950,12
1951,12
1952,12
1953,12
1954,12
1955,12
1956,12
1957,12
1958,12
1959,12
1960,12
1961,12
1962,12
1963,4
1964,4
1965,4
1966,4
1967,4
1968,38
1969,38
1970,38
1971,38
1972,38
1973,38
1974,38
1975,15
1976,15
1977,15
1978,15
1979,38
1980,38
1981,38
1982,38
1983,12
1984,12
1985,12
1986,12
1987,12
1988,12
1989,12
1990,12
1991,12
1992,12
1993,12
1994,12
1995,12
1996,4
1997,38
1998,38
1999,38
2000,38
2001,38
2002,38
2003,38
2004,38
2005,38
2006,38
2007,38
2008,38
2009,12
2010,2
2011,38
2012,38
2014,12
2016,12
2017,12
2018,38
2019,38
2020,38
2021,38
2069,12
2070,12
2071,15
2072,15
2073,15
2074,15
2075,15
2076,15
2077,15
2078,15
2079,15
2080,15
2081,15
2082,15
2096,38
2097,17
2098,38
2099,10
2100,38
2101,38
2102,38
2103,38
2104,38
2105,38
2106,38
2107,38
2108,38
2109,38
2110,38
2111,38
2112,38
2113,38
2114,38
2115,38
2116,38
2117,38
2119,38
2120,15
2125,12
2126,12
2127,12
2128,12
2129,12
2624,38
3154,38
3225,15
3256,12
3257,12
3258,12
3259,12
3260,12
3261,12
3262,12
3263,17
3264,17
3265,17
3266,17
3267,17
3268,15
3269,12
3270,17
3271,17
3272,17
3273,17
3274,17
3277,10
3278,10
3279,10
3280,10
3284,38
3285,38
3286,38
3287,38
3288,38
3289,38
3290,4
3291,20
3314,10
3315,17
3316,21
3317,21
3318,21
3319,21
3320,21
3321,21
3322,21
3323,21
3324,21
3345,15
3346,15
3347,15
3348,15
3349,15
3350,15
3351,12
3352,12
3353,12
3354,12
3355,12
3356,12
3357,10
3358,10
3359,10
3360,10
3361,10
3362,10
3363,17
3364,17
3365,17
3367,15
3368,38
3369,15
3370,38
3371,38
3372,15
3373,38
3375,38
3377,38
3379,38
3380,38
3382,38
3384,15
3385,38
3386,15
3394,2
3396,2
3397,2
3398,2
3399,2
3401,12
3402,12
3403,12
3404,12
3405,12
3406,12
3407,12
3408,12
3409,12
3424,3
3425,3
3426,3
3427,3
3428,3
3429,3
3430,3
3431,3
3432,3
3433,3
3435,3
3440,3
3443,3
3444,3
3445,3
3446,20
3447,20
3448,20
3449,20
3450,20
3451,12
3452,15
3453,15
3454,15
3455,15
3456,15
3457,15
3458,15
3459,9
3460,9
3461,9
3462,9
3463,9
3464,9
3465,9
3466,9
3467,12
3468,12
3469,12
3470,12
3471,12
3472,12
3473,12
3474,12
3475,12
3476,12
3477,12
3478,12
3479,12
3481,17
3482,17
3483,17
3484,17
3485,17
3486,17
3487,17
3488,12
3489,12
3490,12
3491,12
3492,12
3493,12
3494,12
3495,12
3496,12
3497,12
3498,12
3499,12
3501,12
3502,12
3503,12
3504,12
3505,12
3514,12
3515,12
3516,12
3517,12
3518,12
3519,12
3520,12
3521,12
3522,12
3532,10
3533,10
3534,10
3535,10
3536,10
3537,10
3538,10
3539,10
3540,10
3541,12
3542,12
3543,12
3544,12
3545,12
3546,12
3547,12
3548,12
3551,12
3552,12
3553,12
3554,12
3556,15
3557,15
3558,15
3559,15
3560,15
3561,15
3562,15
3563,15
3564,15
3565,15
3566,15
3567,15
3568,15
3569,15
3570,15
3571,15
3572,15
3573,15
3574,15
3575,15
3579,12
3580,12
3581,12
3582,12
3583,12
3584,12
3585,12
3586,2
3587,2
3588,2
3589,2
3590,2
3591,20
3592,12
3593,12
3594,12
3595,12
3596,12
3597,12
3598,17
3599,2
3600,2
3602,12
3603,12
3604,12
3605,12
3606,12
3607,12
3608,12
3609,12
3610,15
3612,12
3613,12
3614,12
3616,12
3617,12
3618,12
3619,12
3620,12
3621,12
3622,12
3624,12
3625,12
3626,12
3627,17
3628,17
3629,17
3630,17
3631,17
3633,12
3634,12
3635,12
3636,12
3637,12
3638,12
3645,12
3646,12
3647,12
3648,12
3649,12
3650,12
3651,12
3652,12
3653,12
3654,12
3655,12
3656,12
3657,12
3658,12
3659,12
3660,12
3661,12
3662,12
3663,12
3664,12
3665,12
3666,12
3667,12
3668,12
3669,12
3670,12
3671,12
3672,12
3679,12
3680,12
3681,12
3682,12
3683,12
3684,12
3685,12
3686,12
3687,12
3688,12
3689,12
3690,12
3691,12
3692,12
3693,12
3694,12
3695,12
3696,12
3697,12
3698,12
3699,12
3700,12
3701,12
3702,12
3703,12
3704,12
3705,12
3707,17
3708,17
3709,3
3710,3
3711,3
3712,38
3713,38
3714,9
3715,9
3716,9
3717,9
3718,9
3719,9
3720,12
3721,12
3722,12
3723,12
3724,12
3725,12
3726,12
3727,12
3728,15
3729,15
3732,12
3733,12
3734,12
3735,10
3736,10
3737,10
3738,10
3739,10
3741,10
3742,10
3743,10
3744,10
3745,10
3746,10
3747,38
3748,38
3749,12
3750,12
3751,12
3752,12
3753,12
3754,12
3755,12
3756,12
3758,12
3759,12
3760,12
3761,12
3762,12
3763,12
3764,12
3765,12
3766,12
3767,12
3768,17
3769,17
3770,17
3771,17
3772,17
3773,17
3774,2
3775,2
3776,2
3777,2
3778,2
3779,2
3780,17
3781,17
3782,17
3783,17
3784,17
3785,17
3786,17
3787,17
3788,17
3789,17
3790,17
3791,12
3792,12
3793,12
3794,12
3795,12
3796,12
3797,12
3799,12
3800,12
3801,12
3802,12
3803,12
3804,12
3805,12
3806,12
3807,12
3808,12
3809,12
3810,12
3811,12
3812,12
3813,12
3814,12
3815,12
3816,12
3817,12
3818,12
3819,12
3820,12
3821,12
3822,12
3823,12
3825,20
3826,20
3827,20
3828,20
3829,20
3830,20
3831,20
3832,17
3833,12
3834,12
3835,12
3836,12
3837,12
3838,12
3839,12
3840,12
3841,3
3842,3
3843,3
3844,3
3845,3
3846,3
3847,17
3848,17
3849,17
3850,17
3851,17
3852,17
3853,17
3854,12
3855,12
3856,12
3857,12
3859,12
3860,12
3861,12
3862,12
3863,12
3864,12
3865,12
3866,12
3867,12
3868,12
3869,12
3870,12
3871,12
3872,12
3873,12
3874,12
3875,12
3876,12
3880,17
3881,17
3882,17
3883,17
3884,17
3885,17
3886,17
3887,17
3888,17
3889,17
3890,17
3891,17
3892,17
3893,17
3894,17
3895,2
3896,2
3897,2
3898,2
3899,2
3902,17
3903,17
3904,17
3905,17
3906,17
3908,17
3909,17
3910,17
3911,17
3912,17
3913,17
3914,17
3915,17
3916,17
3917,17
3918,17
3919,17
3920,17
3921,17
3922,15
3923,12
3924,12
3925,12
3926,12
3927,12
3928,12
3929,12
3930,12
3931,12
3932,12
3933,12
3934,12
3935,12
3936,12
3937,12
3938,12
3939,12
3940,12
3941,12
3942,12
3943,12
3944,12
3945,12
3946,12
3947,12
3948,12
3950,12
3951,12
3952,12
3953,12
3954,12
3955,12
3956,12
3957,12
3958,12
3959,12
3960,12
3961,12
3962,12
3963,12
3964,12
3965,12
3966,12
3967,12
3968,12
3969,12
3970,12
3971,12
3972,12
3973,12
3974,12
3975,12
3976,12
3977,12
3978,12
3979,12
3980,12
3981,12
3982,12
3983,12
3984,12
3985,12
3986,12
3987,12
3988,12
3989,12
3990,12
4000,12
4001,12
4002,12
4003,12
4004,12
4005,12
4006,38
4007,38
4008,38
4009,38
4010,38
4011,38
4012,38
4013,17
4014,17
4015,17
4016,17
4017,17
4018,4
4019,12
4020,12
4021,12
4022,12
4023,12
4024,12
4025,12
4026,12
4027,12
4028,12
4029,12
4030,12
4031,12
4032,12
4033,12
4034,12
4035,12
4036,12
4037,17
4038,12
4039,12
4040,12
4041,12
4042,12
4043,12
4044,12
4045,12
4054,38
4055,38
4056,38
4065,4
4066,17
4067,17
4068,17
4069,17
4070,2
4071,2
4072,2
4073,2
4074,2
4075,2
4076,2
4077,2
4078,2
4079,2
4080,2
4081,2
4082,12
4083,12
4084,12
4085,12
4086,12
4087,12
4088,12
4089,12
4090,12
4091,2
4092,2
4093,2
4094,2
4095,2
4096,2
4097,2
4098,2
4099,2
4100,2
4101,2
4102,2
4103,2
4104,12
4105,12
4106,12
4107,12
4108,12
4109,12
4110,12
4111,12
4112,12
4113,12
4114,12
4116,12
4117,12
4118,12
4119,12
4120,12
4121,12
4122,12
4123,12
4124,12
4125,12
4126,12
4127,12
4128,12
4129,12
4130,12
4131,12
4132,12
4133,12
4134,12
4135,12
4151,4
4154,4
4155,12
4156,12
4157,12
4158,12
4159,12
4160,12
4161,12
4162,12
4164,38
4165,12
4166,12
4167,12
4168,12
4169,12
4170,12
4171,12
4172,12
4173,12
4174,12
4175,12
4176,12
4177,12
4178,12
4179,12
4180,12
4181,12
4182,12
4183,12
4184,12
4185,12
4186,12
4187,12
4188,12
4189,12
4190,12
4191,12
4192,12
4193,12
4194,12
4195,12
4196,12
4197,12
4198,12
4199,12
4200,12
4201,12
4202,12
4203,17
4204,17
4205,17
4206,17
4207,17
4208,17
4209,17
4210,17
4211,17
4212,17
4213,17
4214,12
4215,12
4216,12
4217,12
4218,12
4219,12
4220,17
4221,17
4222,17
4223,17
4224,17
4225,17
4226,17
4227,17
4228,17
4229,17
4230,17
4231,17
4232,2
4233,2
4234,2
4235,2
4236,2
4237,2
4238,2
4239,2
4240,2
4242,12
4243,12
4244,12
4245,12
4246,12
4247,12
4249,12
4250,12
4251,12
4252,12
4253,12
4254,12
4255,12
4256,12
4257,12
4258,12
4259,38
4260,38
4261,38
4262,38
4263,12
4264,12
4265,12
4266,12
4267,12
4268,12
4269,12
4270,12
4271,12
4272,12
4273,12
4274,12
4275,12
4276,12
4277,38
4279,38
4280,38
4281,38
4283,38
4284,12
4285,12
4296,12
4297,12
4298,12
4299,12
4300,12
4301,12
4302,12
4303,12
4304,12
4305,12
4306,12
4307,12
4308,12
4309,12
4310,12
4311,12
4312,12
4313,12
4315,12
4316,12
4330,12
4331,12
4332,12
4333,12
4334,12
4335,12
4336,12
4344,12
4345,12
4346,12
4347,12
4348,12
4349,12
4350,12
4363,12
4364,12
4365,12
4366,12
4367,12
4368,12
4369,12
4370,12
4371,12
4372,12
4373,12
4374,12
4375,12
4376,12
4377,12
4378,12
4379,12
4380,12
4381,12
4382,12
4383,12
4384,12
4385,12
4386,12
4387,12
4388,12
4389,12
4391,12
4392,12
4393,12
4394,12
4395,12
4396,12
4397,12
4398,12
4399,12
4400,12
4401,12
4402,12
4403,12
4404,12
4405,12
4406,12
4407,12
4408,12
4409,12
4410,12
4411,12
4412,12
4413,12
4414,12
4415,12
4416,12
4417,12
4418,12
4419,12
4420,12
4421,12
4422,12
4423,12
4424,12
4425,12
4426,12
4427,12
4428,12
4429,12
4430,12
4431,12
4432,12
4433,12
4434,12
4435,12
4436,12
4437,12
4438,12
4439,38
4440,38
4441,38
4442,20
4443,12
4444,17
4445,17
4446,17
4447,17
4449,17
4450,17
4451,17
4452,17
4453,17
4454,17
4455,17
4456,38
4457,38
4458,38
4459,38
4460,38
4461,38
4463,12
4464,12
4465,12
4466,12
4467,12
4468,12
4469,12
4470,20
4471,12
4472,38
4473,38
4474,10
4475,10
4476,10
4477,10
4478,10
4479,10
4480,10
4481,10
4482,10
4483,10
4484,12
4485,12
4486,12
4487,12
4488,12
4489,12
4490,12
4491,12
4492,12
4493,12
4494,12
4495,12
4496,12
4497,12
4498,12
4499,12
4500,12
4501,12
4502,12
4503,12
4506,38
4507,2
4508,2
4509,2
4510,2
4511,2
4513,38
4514,38
4515,12
4516,12
4517,2
4518,12
4519,15
4520,15
4521,15
4522,15
4523,12
4524,12
4535,38
4536,3
4537,3
4538,3
4539,3
4540,3
4541,12
4542,12
4543,12
4544,12
4599,12
4600,12
4601,12
4602,12
4603,12
4604,12
4605,12
4606,12
4607,12
4682,21
4683,21
4684,21
4685,21
4686,21
4687,21
4688,21
4691,15
4692,15
4693,15
4694,15
4695,15
4696,15
4697,15
4698,15
4699,15
4700,15
4701,15
4702,15
4703,4
4704,4
4705,4
4706,4
4707,15
4708,15
4709,12
4712,12
4713,12
4714,10
4715,10
4716,10
4717,10
4718,10
4719,10
4720,10
4721,10
4722,10
4723,10
4736,15
4737,9
4738,9
4739,9
4740,9
4741,9
4742,9
4743,9
4744,9
4745,9
4746,9
4747,9
4748,9
4749,9
4750,9
4751,12
4752,12
4753,38
4754,38
4755,38
4756,38
4757,38
4758,38
4759,12
4760,12
4761,12
4762,12
4763,12
4764,12
4765,12
4766,12
4767,12
4768,12
4769,12
4770,12
4771,12
4772,12
4773,12
4774,12
4775,12
4776,12
4777,12
4778,12
4779,12
4780,12
4781,12
4782,12
4783,12
4784,12
4785,12
4786,12
4787,12
4788,12
4789,12
4790,12
4791,12
4792,12
4793,12
4794,12
4795,12
4796,12
4797,12
4798,12
4799,12
4800,12
4801,12
4802,12
4803,12
4804,12
4827,12
4828,12
4829,12
4830,12
4831,12
4832,12
4833,12
4834,12
4835,12
4836,12
4837,12
4838,12
4840,12
4841,12
4843,38
4846,2
4847,2
4848,2
4849,2
4850,5
4851,5
4853,38
4854,38
4855,38
4856,38
4857,38
4858,38
4859,38
4860,38
4861,38
4862,38
4863,38
4864,38
4865,38
4866,38
4867,38
4868,38
4869,38
4870,38
4871,38
4872,38
4873,38
4874,38
4875,38
4876,38
4877,38
4878,38
4879,38
4880,38
4881,38
4882,38
4883,38
4884,38
4885,38
4886,38
4887,38
4888,38
4889,38
4890,38
4891,38
4892,38
4893,38
4894,38
4895,38
4896,38
4897,38
4898,38
4899,38
4900,38
4901,38
4902,38
4903,38
4904,38
4905,38
4906,38
4907,38
4908,38
4909,38
4910,38
4911,38
4912,38
4913,38
4914,38
4915,38
4916,38
4917,38
4918,38
4919,38
4920,38
4921,38
4922,38
4923,38
4924,38
4925,38
4926,38
4927,38
4928,38
4929,38
4930,38
4931,38
4932,38
4933,38
4934,38
4935,38
4936,38
